alan,0.2
alarm,-0.92
alarming,-1.82
albert,0.42
album,0.9
alert,-0.17
alex,0.53
alexander,0.02
alfred,0.53
ali,-1.11
alice,0.83
alien,-2.25
alike,-0.78
alive,1.19
alleged,-1.14
allen,0.4
allergic,-0.25
alley,0.02
alliance,-0.46
allied,-0.17
allies,-0.72
allow,-0.02
allowed,-0.04
allowing,-0.03
allows,-0.05
almighty,0.54
almost,-0.19
alone,-0.65
along,0.11
alongside,0.39
aloud,0.02
alpine,0.2
already,-0.32
also,-0.01
alternate,-0.3
alternating,0.06
alternative,0.87
although,-0.14
altogether,-0.43
aluminum,0.35
always,0.46
am,0.06
amateur,1.54
amazed,0.21
amazing,1.26
amber,0.76
ambiguous,-0.56
ambitious,-0.09
america,-0.34
american,-0.12
americans,-0.94
amid,0.37
among,0.13
amount,0.2
amounts,0.16
ample,-0.97
amused,-0.33
amusing,-0.53
amy,0.87
analysis,0.08
analyst,0.42
analysts,0.18
analytical,0.09
ancient,0.14
anderson,0.96
andrew,0.5
andy,0.31
angel,-0.21
angeles,-0.11
angels,-1.5
anger,-0.24
angle,-0.76
angry,-2.3
angular,1.35
animal,-1.68
animals,-1.43
animated,0
ankle,-0.12
ann,0.98
anna,1.4
anne,1.13
annie,1.01
anniversary,1.7
announced,0.08
annoyed,-1.07
annoying,-1.16
annual,0.27
anonymous,-0.27
another,-0.09
answer,0.07
answered,0.27
answering,0.1
answers,0
anthony,0.38
antique,0.98
antonio,0.18
anxiety,-0.55
anxious,-2.37
any,-0.24
anybody,-0.04
anymore,0.05
anyone,-0.24
anything,-0.14
anyway,0.46
anywhere,-0.06
ap,0.09
apart,0.61
apartment,-0.3
appalled,-0.49
apparent,-0.54
apparently,-0.11
appeal,0.2
appealing,1.48
appear,-0.33
appearance,-0.09
appeared,-0.14
appears,-0.09
apple,0.65
apples,0.59
application,-0.1
applications,0.06
applied,0.18
apply,-0.04
appointment,0.31
appreciate,1.48
approach,0.07
approached,-0.07
approaches,0.1
approaching,-0.33
appropriate,1.07
approval,0.48
approved,-0.05
approximately,0.08
april,0.74
apt,0.94
archaeological,0.34
architect,0.43
architectural,0.61
architecture,1.41
arctic,0.05
ardent,0.11
area,-0.89
areas,-0.97
argue,-0.41
argued,-0.72
argument,-0.23
arizona,-0.25
arm,0.37
armed,-0.47
armor,-0.14
armored,-0.11
arms,0.29
army,-0.24
around,0.7
arranged,0.76
arrest,-1.3
arrested,-1.53
arrival,0.02
arrive,0.38
arrived,0.17
arrogant,-0.97
art,0.92
arthur,0.49
article,0.02
articles,0.09
artificial,-0.46
artist,0.57
artistic,0.23
artists,0.61
arts,0.99
ashamed,-1.47
asia,-0.23
asian,-0.08
aside,0.29
ask,0.19
asked,-0.05
asking,0.22
asks,-0.3
asleep,-0.75
aspect,0.46
aspects,-0.81
aspiring,0.41
assault,-1.49
assembly,0.27
assessment,0.47
assets,1.1
assigned,-0.11
assistance,-0.18
assistant,0.58
associate,0.25
associated,-0.67
association,-0.06
assorted,-0.42
assume,0.05
assumed,-0.37
assured,0.42
astonished,-0.57
astonishing,-0.16
astronomical,0.12
ate,-0.62
athletes,0.29
athletic,1.21
atlanta,-0.04
atlantic,-0.33
atmosphere,0.07
atmospheric,0.12
atomic,-0.28
atop,0.16
attached,0.3
attack,-1.44
attacked,-0.91
attacks,-1.46
attempt,-0.04
attempted,-0.18
attempts,-0.08
attend,0.89
attended,0.63
attending,0.19
attention,0.05
attentive,1.02
attitude,-1.06
attorney,-0.12
attract,0.11
attracted,-0.26
attractive,1.32
auburn,1.27
audible,-0.41
audience,0.32
audio,-0.04
august,0.81
aunt,1.33
austin,-0.27
australia,-0.2
australian,1.47
austrian,0.12
authentic,0.56
author,0.3
authorities,-0.66
authority,-0.23
automated,-0.12
automatic,0.97
available,0.04
avenue,0.25
average,0.4
avid,0.21
avner,0.33
avoid,-0.85
awake,-0.58
award,0.81
awards,0.88
aware,-1.03
awareness,0.61
away,0.08
awesome,0.92
awful,-3.21
awkward,-0.88
b,0.57
babies,0.34
baby,0.58
backed,-0.11
background,-0.41
backpack,0.08
backs,0.03
backward,0.54
backyard,0.84
bacteria,-0.95
bacterial,-1.2
badly,-0.73
bag,0.02
baggy,0.49
baghdad,-0.67
bags,-0.17
bake,0.39
baked,1.05
baker,0.26
baking,0.37
balance,1.73
bald,0.82
balding,0.96
ball,0.05
ballistic,-0.24
balls,0.08
baltimore,-0.14
band,0.94
bandar,-1.28
bands,1.08
bank,0.69
bankrupt,-0.54
banks,0.6
baptist,1.5
bar,-0.47
barbara,0.81
barbed,-0.23
bare,0.06
barefoot,-0.12
barely,-0.27
barn,0.18
barrel,-0.45
barren,0.04
barry,0.32
bars,-0.18
base,-0.09
baseball,0.18
based,0.14
basement,-0.68
basic,0.34
basically,-0.64
basis,0.05
basket,0.18
basketball,0.45
bass,0.66
bastard,-0.98
bat,-0.39
bath,-0.08
bathroom,-0.48
batman,0.04
battered,-0.11
battle,-0.87
battles,-2.31
bay,-0.01
beach,0.26
beaded,0.35
beans,0.08
bear,-1.56
beard,0.89
bearded,0.47
bearing,0.08
bears,-1.32
beast,-2.47
beat,0.68
beating,0.45
beautiful,2.73
beauty,2.45
became,-0.49
because,-0.22
become,-0.43
becomes,-0.62
becoming,-0.76
bed,-0.29
bedroom,-0.61
beds,0.72
beef,-0.12
beer,-1.44
began,0.08
begin,0.2
beginning,0.42
begins,0.09
begun,0.01
behavior,0.16
behavioral,-0.3
behind,0.07
beige,0.61
being,-0.18
beings,-2.29
belief,0.28
beliefs,0.34
believe,0.25
believed,0.45
believes,-0.47
bell,-0.22
belly,0.07
belong,-2.07
belonged,0.2
beloved,1.32
below,0.25
belt,0.33
ben,0.5
bench,0.02
bend,0.17
beneath,0.36
beneficial,0.36
benefit,0.14
benefits,0.41
benign,0.95
bent,0.18
berkeley,0.07
beside,-0.04
besides,-0.38
best,1.4
bet,-0.63
better,0.06
between,0.82
bewildered,-1.26
beyond,0.08
bible,-0.02
biblical,0.05
big,-1.22
bigger,-0.29
biggest,0.02
bike,-0.05
bill,0.21
billion,0.42
bills,0.35
billy,-0.11
bin,-2.05
biological,-0.88
bird,-1.66
birds,-1.38
birth,1.12
birthday,2.36
bishop,0.09
bit,-0.72
bite,-0.97
bits,-0.07
bitter,-2.66
bizarre,-2.09
black,0.67
blackened,-0.35
blacks,-2.55
blade,-0.32
blame,-2.59
bland,1.07
blank,0
blanket,-0.24
blast,-0.66
bleached,0.92
bleak,-0.84
bleeding,-1.35
blend,0.61
blessed,0.18
blew,-0.55
blind,-0.81
blinding,-0.32
blinked,0.14
bloated,-1
block,0.06
blocks,0.05
blond,1.55
blonde,1.76
blood,-0.73
bloody,-2.48
blow,-0.64
blowing,-0.42
blown,0.12
blue,0.76
blues,0.93
blunt,-1.44
blurry,-0.39
board,0.01
boards,0.11
boat,0.08
boats,0
bob,-0.16
bobby,0.13
bodies,-0.96
bodily,-0.33
body,0.05
boiling,0.72
bold,0.4
bomb,-1.52
bond,1.33
bonds,1.05
bone,-0.8
bones,0.52
bony,0.79
book,0.16
books,0.17
boom,-0.63
booming,-0.25
boost,0.13
boot,0.17
booth,-0.05
boots,0.46
border,-0.5
bore,0.52
bored,-2.56
boring,-2.42
born,0.95
boss,0.46
boston,0.01
botanical,0.1
both,-0.27
bother,-2.2
bothered,-2.19
bottle,-0.71
bottled,0.69
bottles,-0.6
bottom,0.24
bought,0.33
bound,0.26
bourne,0.2
bow,0.63
bowl,0.39
box,-0.03
boxes,0.19
boy,-1.1
boyfriend,1.34
boyish,1.26
boys,0.42
brad,-0.49
braided,0.79
brain,-0.5
brains,-0.48
branch,0
branches,0.08
brand,0.41
brass,0.33
brave,0.19
brazilian,0.04
bread,0.1
break,-0.02
breakfast,-0.47
breaking,0.03
breaks,-0.04
breast,-0.17
breasts,0.5
breath,-1.02
breathe,-0.97
breathing,-0.05
breathless,-0.23
breathtaking,-0.71
breeze,-0.25
brenda,0.09
brendan,0.1
brian,0.31
brick,0.11
bride,1.56
bridge,0.07
brief,-0.24
briefly,-0.15
bright,0.54
brighter,0.2
brightest,0.44
brilliant,1.76
bring,0.07
bringing,0.82
brings,0.72
brisk,0.74
britain,0.2
british,-0.04
brittle,-0.55
broad,0.36
broadband,0.15
broader,0.16
broadway,0.62
broke,-0.13
broken,-0.5
brooding,-0.3
brooklyn,0.16
brother,0.93
brothers,0.97
brought,0.01
brow,0.15
brown,1
bruce,0.12
bruised,-0.96
brush,0.13
brushed,0.15
brutal,-2.09
buck,-0.35
bucket,-0.45
bucks,-0.12
bud,-0.4
buddhist,0.05
budding,0.51
buddy,-0.2
budget,0.14
bug,-1.26
build,-0.31
building,0.04
buildings,-0.58
built,0.05
bulky,0.65
bull,-1.25
bullet,-0.61
bunch,-1.52
burden,-0.51
bureau,-0.28
bureaucratic,-0.2
burgeoning,-0.07
buried,0.39
burly,0.83
burn,-0.6
burned,-1.53
burning,-1.21
burns,-1.91
burnt,-0.35
burst,-0.59
bus,-0.15
bush,0.19
business,0.37
businesses,-0.07
bustling,0.02
busy,-0.54
butt,-0.05
butter,0.39
button,-0.15
buy,0.11
buying,0.19
c,0.57
ca,0.05
cab,0.12
cabin,-0.01
cabinet,-0.01
cable,0.1
cage,-1.02
cake,0.4
california,-0.11
call,0.29
called,-0.26
calling,-0.09
calls,0.26
calm,1.22
calming,1.33
calories,-0.02
calvin,-0.42
came,-0.07
camera,-0.01
cameras,0.07
cameron,0.46
camp,0.3
campaign,0.36
campbell,0.01
camps,0.19
campus,0.1
canada,-0.21
canadian,0.08
cancer,-0.62
candidate,0.26
candidates,0.37
candy,0.54
canine,-0.08
canned,0.59
canvas,0.22
canyon,0.27
cap,0.33
capable,-0.23
capacity,0.39
cape,0.4
capita,-0.45
capital,0.9
capitalist,-0.27
captain,-0.07
captive,-0.14
capture,-0.67
captured,-1.01
car,-0.04
carbon,-0.11
card,0.37
cardboard,-0.35
cardiovascular,-0.69
cards,0.58
care,-0.86
cared,-1.36
career,0.83
carefree,1.01
careful,0.36
carefully,0.09
careless,-0.6
cargo,-0.08
caribbean,0.21
carl,-0.27
carlos,0.01
carolina,-0.38
caroline,0.9
carpet,0.05
carried,0.04
carries,0.08
carry,0.1
carrying,0.35
cars,-0.11
cart,-0.09
carter,0.44
carved,0.22
case,-0.65
cases,-0.71
cash,0.57
cast,-2.01
castle,0.82
casual,2.22
cat,-1.86
catastrophic,-2.42
catch,-0.22
catching,-0.56
category,0.31
cats,-1.14
cattle,-0.73
caught,-0.2
cause,-1.2
caused,-1.51
causes,-1.21
causing,-1.69
cautious,-0.11
cave,-0.67
cavernous,0.29
cd,0.86
ceiling,-0.06
celebrate,2.39
celebration,2.21
celebrity,0.75
celestial,0.41
cell,0
cells,-0.44
cellular,-0.07
cemetery,0.83
centennial,-0.04
center,0.05
centers,-0.79
central,-0.2
cents,0.32
centuries,0.13
century,0.41
ceo,0.34
ceramic,0.53
ceremonial,-0.55
ceremony,1.69
certain,-0.26
certainly,-0.11
certified,-0.04
chain,0.15
chair,0.15
chairman,0.22
chairs,0.87
challenge,-1.05
challenged,-0.42
challenges,-0.98
challenging,-0.59
chamber,-0.12
champagne,-0.98
champion,0.02
championship,0.3
chance,0.26
chances,-0.32
change,-0.67
changed,-1.26
changes,-0.67
changing,-1.33
channel,0.09
chaos,-1.64
chaotic,-1.3
chapter,-0.29
character,0.49
characteristic,0.22
characters,-0.74
charge,-0.49
charged,-1.03
charges,-1.06
charismatic,0.63
charitable,0.24
charity,0.53
charles,0.45
charlie,0.24
charlotte,1.25
charm,1.11
charming,2.53
charred,-0.41
chart,0.86
chase,0.53
cheap,-1.76
cheaper,0.5
check,0.54
checked,-0.04
checking,0.23
checks,0.22
cheek,0.71
cheeks,0.52
cheerful,2.19
cheese,0.01
chef,0.51
chemical,-0.42
chemicals,-0.57
cherished,-0.4
cherokee,-0.4
cherry,0.57
chest,0.07
chevy,0.49
chic,1.03
chicago,-0.06
chicken,-0.05
chief,0.25
child,0.79
childhood,0.63
childish,-0.55
children,0.48
chill,0.52
chilling,-1.09
chilly,0.29
chin,0.3
china,-0.28
chinese,-0.26
chip,0.19
chipped,-0.06
chips,0.32
chocolate,0.65
choice,-0.02
choices,-0.33
cholesterol,-0.11
choose,0.36
choosing,0.69
chopped,-0.05
chose,0
chosen,0.06
chris,0.31
christmas,2.34
christopher,0.35
chronic,-1.2
chronicle,0.15
chubby,0.82
chunky,0.67
church,0.3
churches,-0.03
cia,-0.2
cigarette,-1.25
cigarettes,-1.73
circle,-0.27
circles,-2.8
circuit,-0.02
circular,0.14
circumstances,-2.59
cities,-1.13
citizen,-0.35
citizens,-0.54
city,-0.2
civic,-0.11
civil,-0.35
civilian,0.01
civilization,-0.68
civilized,0.41
claim,-0.12
claimed,-0.45
claims,-0.17
claire,0.93
clandestine,-0.03
clark,0.33
class,0.19
classes,0.23
classic,2.42
classical,0.22
classroom,0.23
clay,0.04
clean,-1.06
cleaning,-0.87
clear,1
cleared,0.05
clearer,0.14
clearing,0.2
clearly,-0.28
clerk,0.47
cleveland,-0.13
clever,0
click,-0.32
client,0.28
clients,0.48
cliff,0.36
climate,-0.78
climb,0.21
climbed,0.06
climbing,0.23
clinic,-0.32
clinical,-0.41
clock,-0.12
close,0.8
closed,-0.09
closely,-0.67
closer,-0.02
closest,0.23
closet,-0.32
closing,0.07
cloth,-0.13
clothes,0.02
clothing,0.48
cloud,-0.5
clouds,-0.41
cloudy,0.34
club,0.3
clubs,0.16
clumsy,-1.32
cluttered,0.35
coach,0.3
coaches,0.37
coal,-0.29
coarse,0.6
coast,-0.25
coastal,-0.71
coat,0.33
code,-0.08
cody,0.72
coffee,-0.65
coffin,-0.99
cognitive,-0.16
coherent,0.02
cold,-0.04
colder,0.57
cole,-2.19
collaborative,0.53
collapse,-1.21
collapsed,-1.05
collar,0.4
colleagues,0.49
collect,0.11
collected,0.03
collection,0.83
collective,-0.28
college,0.15
colleges,-0.06
collegiate,0.46
collins,-0.22
colonel,0.03
colonial,0.28
color,-0.02
colorado,-0.08
colored,0.53
colorful,0.71
colors,0.44
columbia,0.13
column,0.09
combat,-0.47
combination,-1.04
combine,0.19
combined,-0.14
come,0.16
comedy,0.65
comes,0.11
comfort,1.74
comfortable,2.22
comforting,0.86
comic,0.29
coming,-0.23
command,-0.22
commander,-0.12
commanding,0.14
comment,-0.55
comments,-0.23
commerce,0.02
commercial,-0.22
commission,0.05
commitment,1
committed,-1.78
committee,0.09
common,0.37
commonplace,-0.29
communal,0.12
communication,0.7
communications,0.23
communist,-0.28
communities,-1.39
community,-0.54
compact,1.03
companies,0.32
companion,1.06
company,0.41
comparable,0.34
comparative,0.05
compared,0.52
comparison,0.43
compassionate,0.97
compatible,0.75
compelling,0.09
compete,0.14
competent,0.77
competition,0.29
competitive,0.1
complained,-2.51
complete,-0.3
completed,-0.03
completely,-0.2
complex,-0.05
complicated,-0.37
components,-0.03
composite,1.35
comprehensive,0.25
compressed,-0.29
computer,0.15
computers,0.2
concentration,-0.73
concept,-0.06
concepts,-0.01
conceptual,0.04
concern,-0.38
concerned,-1.95
concerns,-0.9
concert,0.81
concluded,-0.56
conclusion,-0.28
concrete,0.78
condition,-0.63
conditions,-1.25
conduct,0.32
conducted,0.08
conference,0.04
confidence,0.51
confident,1.55
confidential,0.7
confirmed,-0.09
conflict,-0.32
confused,-2.26
confusing,-1.13
confusion,-0.81
congress,-0.06
congressional,0.21
connected,-0.12
connection,1.01
connections,0.69
conscious,-0.48
consciousness,-0.41
consecutive,0.12
consequences,-1.26
conservative,0.19
consider,-0.22
considerable,0.23
considered,-0.36
considering,-1.73
consistent,0.96
conspicuous,-0.16
constant,-0.51
constantly,-0.79
constitution,0.05
constitutional,-0.16
construction,-0.52
consulting,0.09
consumer,0.09
consumers,0.15
cont,-0.3
contact,0.63
contain,-0.04
contained,0.04
contains,-0.09
contemporary,0.58
content,0.3
contents,0.36
contest,0.51
context,-0.2
continental,-0.05
continue,0.01
continued,-0.03
continues,0.02
continuing,-0.65
continuous,-0.12
contract,0.11
contradictory,-1.01
contrast,-2.09
control,0.36
controlled,-0.28
controls,-0.06
controversial,0.12
convenient,1.79
convention,0.35
conventional,0
conversation,0.96
conversations,0.83
convince,-0.7
convinced,-1.01
convincing,0.39
cook,0.17
cooked,-0.16
cookies,0.72
cooking,0.04
cool,1.09
cooperative,0.72
coordinated,0.31
cop,-0.4
copies,0.19
cops,-0.43
copy,0.19
copyright,-0.2
corbin,-0.14
core,0.54
corn,0.14
corner,-0.06
corners,0.16
corporate,0.33
corps,-0.16
correct,0.48
corresponding,-0.31
corridor,-0.2
corrupt,-1.59
cosmetic,-0.76
cosmic,-0.26
cost,0.44
costly,-0.55
costs,0.35
cottage,1.1
cotton,0.3
couch,-0.13
council,0.04
count,-0.61
counted,-1.24
counter,-0.09
counting,-0.19
countless,-1.3
countries,-0.33
country,-0.85
county,-0.24
couple,-0.07
couples,0.97
courage,1.04
courageous,0.32
course,0.35
courses,0.19
court,-0.03
courts,-0.23
cousin,1.4
cousins,1.17
cover,0.32
coverage,0.31
covered,0.21
covering,-0.03
covers,0.14
covert,-0.33
coveted,1.43
cow,-0.85
cozy,2.08
crack,-0.41
cracked,-0.2
craft,0.23
craig,0.33
cramped,-0.02
crane,0.09
cranky,-1.64
crash,-2.05
crazy,-1.19
creaking,-0.68
cream,0.8
creamy,1.04
creasy,0.2
create,0.2
created,0.03
creating,0.39
creation,-1.72
creative,0.65
creature,-2.39
creatures,-2.42
credible,0.02
credit,0.41
creek,0.22
creepy,-2.17
crew,-0.68
cried,-0.06
cries,-0.51
crime,-1.89
crimes,-1.86
criminal,-1
crimson,0.64
crisis,-1.58
crisp,0.96
critical,0.5
criticism,-0.93
critics,-0.65
crooked,-0.65
crop,0.06
crops,0.12
cross,0.15
crossed,0.19
crossing,0.02
crowd,0.32
crowded,-0.01
crown,0.63
crucial,0.19
crude,-1.85
cruel,-2.59
cruise,1.22
crumbling,0.05
crumpled,-0.66
crushed,0
crushing,-1.66
cruz,-0.48
cry,-1.19
crying,-1.17
crystal,1.01
cuban,-0.03
cubic,-0.26
culinary,0.66
cultural,-0.08
culture,0.04
cunning,-1.29
cup,-0.02
cups,-0.02
curb,-0.08
cure,-0.6
curiosity,0.08
curious,-0.82
curled,-0.1
curly,1.05
current,0.01
currently,-0.49
curriculum,0.2
curt,0.24
curtain,-0.02
curve,1.42
curved,0.68
customary,0.33
customer,0.51
customers,0.18
cut,0.19
cute,1.62
cuts,0.04
cutting,0.14
cycle,-0.79
cynical,-1.48
czech,0.22
d,0.57
dad,0.87
daddy,0.76
daily,0.13
dallas,0.05
damage,-1.82
damaging,-0.53
damp,-1.08
dan,0.4
dana,0.67
dance,0.94
dancing,0.84
danger,-1.08
dangerous,-1.82
daniel,0.32
danish,0.11
danny,0.27
dare,-0.37
daring,0.2
dark,0.68
darkened,-0.18
darkening,-0.21
darker,0.35
darkest,-0.38
darkness,-0.26
darling,2.08
darn,1.37
dashing,-0.16
data,0.13
date,1.41
dates,0.45
dating,1.18
daughter,1.21
daughters,1.14
daunting,-0.16
dave,0.39
david,0.42
davis,0.35
dawn,-0.1
day,0.49
days,0.28
dazed,-1.08
dazzling,0.72
de,0.65
dead,0.24
deadly,-2.26
deaf,-0.82
deal,-1.03
dealing,-1.8
deals,-0.29
dean,0.26
dear,1.27
dearest,1.96
death,-1.72
deaths,-2.01
debate,-0.31
debt,0.53
decade,0.1
decades,0.16
deceased,0.3
december,0.69
decent,0.76
decide,0.01
decided,-0.02
decision,-0.14
decisions,-0.54
decisive,0.05
deck,0.01
declared,-0.33
decline,-0.5
declined,-0.64
declining,-0.13
decorative,0.89
dedicated,-0.02
deep,-0.23
deeper,-0.03
deepest,-0.12
deeply,-1.46
deer,-0.97
defeat,-0.79
defend,-0.02
defense,-0.04
defensive,-0.08
defiant,-0.26
defined,0.68
definite,-0.15
definitely,0.34
definition,-1.07
definitive,0.04
degree,0.19
degrees,0.15
del,0.58
delay,0.04
deliberate,0.05
delicate,2.72
delicious,2.2
delight,0.84
delighted,0.64
deliver,0.04
delivered,0.06
delivery,0.21
demand,-0.18
demanded,-0.63
demanding,-2.09
demands,-1.01
democracy,0.36
democratic,0.37
demographic,-0.43
demonstrated,0.52
denied,-0.5
dennis,0.11
dense,0.18
dental,-0.49
dented,-0.26
denver,0.02
deny,-0.23
department,-0.07
dependent,-0.93
depending,-0.18
depends,0
depressed,-2.02
depressing,-1.65
depression,-1.03
depth,0.76
deputy,0.1
describe,-0.43
described,-0.35
describes,-0.64
description,0.46
descriptive,-0.05
desert,-0.2
deserted,-0.08
deserve,-1.71
design,0.8
designated,0.04
designed,0.04
designer,0.72
designs,0.64
desirable,0.22
desire,1.35
desk,0.11
desolate,0.1
desperate,-2.07
desperately,-0.33
despite,-0.12
destroy,-1.09
destroyed,-1.24
destruction,-2.95
destructive,-1.12
detached,0.7
detail,-0.03
detailed,0.31
details,0.03
detective,-0.43
determine,0.04
determined,-0.04
detroit,-0.1
devastating,-1.87
develop,-0.31
developed,0.16
developing,-0.14
development,-0.56
developmental,-0.29
device,0.09
devices,0.18
devil,-1.81
devoid,-0.32
devoted,0.35
devout,0.5
diabetes,-0.75
diagnostic,-0.22
dial,0
diamond,0.95
diane,0.75
die,-0.34
died,0.72
diego,0.11
diet,-0.01
dietary,0.4
difference,-0.13
differences,-0.16
different,-0.39
difficult,-0.6
difficulty,-0.53
dig,0.12
digging,0.19
digital,0.19
dignified,0.86
dignity,1.12
dim,-0.33
diminutive,0.63
dining,0.18
dinner,0.91
diplomatic,-0.47
dire,-2.62
direct,-0.78
directed,0.22
direction,0.1
directions,0.2
directly,-0.12
director,0.28
dirt,-0.07
dirty,-1.94
disabled,-1.6
disappear,-0.08
disappeared,-0.24
disappointed,-2.08
disappointing,-0.03
disaster,-2.12
disastrous,-1.99
discipline,0.23
disciplined,0.42
discover,-0.01
discovered,-0.08
discovery,0.09
discreet,0.81
discuss,0.04
discussed,-0.36
discussion,0.01
disease,-1.13
diseases,-1.01
disgusted,-1.14
dish,0.31
dishes,-0.07
dismal,-0.47
disorder,-1.23
display,0.22
displayed,0.15
disposable,0.1
distance,-0.38
distant,-1.05
distinct,-0.06
distinctive,-0.4
distinguished,0.49
distorted,-0.63
district,-0.25
disturbing,-1.36
diverse,-0.41
diversity,-0.15
divided,0.39
divine,-0.97
division,0.01
divorce,0.95
divorced,1.38
dizzy,-1.54
dna,-0.19
doc,0.42
dock,0.12
doctor,-0.23
doctors,-0.42
document,0.15
documents,0.19
does,0.04
dog,-1.54
dogs,-1.55
doing,1.16
dollar,0.33
dollars,0.24
domestic,-0.41
dominant,0.24
don,0.28
done,0
door,-0.27
doors,-0.18
doorway,-0.22
double,0.15
doubt,0
doug,0.37
dough,0.37
douglas,0.18
downstairs,-0.32
downtown,-0.05
dozen,-0.42
dozens,-0.5
dr,0.44
draft,0.29
drag,-0.21
dragged,-0.37
dragon,-2.51
drain,0.23
drama,0.32
dramatic,-0.4
drank,-1.36
drastic,-1.1
draw,-0.08
drawer,0.1
drawing,0.15
drawn,-0.08
dreadful,-1.93
dream,-0.8
dreamed,-0.19
dreams,-0.8
dreamy,0.32
dress,0.79
dressed,1.04
dressing,0.14
drew,0.08
dried,-0.06
drifted,-0.31
drink,-1.33
drinking,-1.27
drinks,-1.34
drive,-0.06
driven,-0.31
driver,-0.06
drivers,-0.15
drives,-0.03
driveway,0.1
driving,-0.17
drop,0.06
dropped,0.03
dropping,0.14
drops,-0.08
drove,-0.05
drunk,-3.28
dry,-0.05
du,0.48
dual,-0.05
dubious,-0.71
due,-0.88
dug,0.06
duke,0.94
dull,-0.76
dumb,-1.43
duncan,-0.45
durable,1.05
during,-0.59
dust,-0.48
dusty,-0.84
dutch,0.35
duty,-0.02
dwindling,-0.06
dying,-0.97
dynamic,0.38
e,0.57
each,-0.06
eager,0.2
ear,-0.04
earlier,0.16
earliest,0.01
early,0.85
earn,0.6
earned,0.05
earnest,-0.07
earnings,0.51
ears,-0.64
earth,-0.1
earthy,1.01
ease,0.13
easier,-0.01
easiest,0.51
easily,0.1
east,-0.19
eastern,-0.36
easy,1.97
eat,-0.52
eaten,-0.92
eating,-0.43
eccentric,-0.43
eclectic,0.87
ecological,-0.32
economic,-0.58
economy,-0.29
ecstatic,0.69
ed,0.3
eddie,0.05
edge,0.15
edges,0.22
edgy,-1.07
editor,0.21
editorial,-0.68
educated,0.52
education,0.15
educational,0.01
edward,0.46
eerie,-1.36
effect,-0.3
effective,0.87
effectively,-0.49
effects,-0.65
efficient,1.08
effort,0
efforts,-0.02
egg,0.57
eggs,-0.21
egyptian,0.14
eight,-0.01
eighteen,0.22
either,-0.19
el,0.58
elaborate,0.09
elastic,0.16
elbow,0.25
elderly,-1.37
eldest,0.32
elected,0.25
election,0.26
electoral,-0.19
electric,0.01
electrical,1.15
electricity,0.09
electronic,0.22
elegant,2.46
element,0.2
elementary,0.13
elements,0.32
elevated,0.07
elevator,-0.22
eleven,0.03
elian,0.41
eligible,0.93
eliot,-0.45
elite,-0.36
elizabeth,1.14
ellen,0.53
else,-0.1
elsewhere,-0.37
elusive,0.02
em,-0.27
embarrassed,-1.56
embarrassing,-1.76
